round,n_active_clients,duration_s,accuracy,precision,recall,f1,loss,epsilon
131,5,0.052,0.8712,0.0,0.0,0.0,0.3551,91.5361
132,5,0.038,0.8712,0.0,0.0,0.0,0.3546,91.8848
133,5,0.065,0.8712,0.0,0.0,0.0,0.3543,92.2322
134,5,0.047,0.8712,0.0,0.0,0.0,0.3543,92.5783
135,5,0.068,0.8712,0.0,0.0,0.0,0.3536,92.9231
136,5,0.067,0.8725,1.0,0.0097,0.0192,0.3535,93.2666
137,5,0.037,0.8725,1.0,0.0097,0.0192,0.3532,93.6088
138,5,0.065,0.8725,1.0,0.0097,0.0192,0.3537,93.9499
139,5,0.062,0.8725,1.0,0.0097,0.0192,0.3535,94.2896
140,5,0.043,0.8725,1.0,0.0097,0.0192,0.3531,94.6282
141,5,0.064,0.8725,1.0,0.0097,0.0192,0.3531,94.9656
142,5,0.039,0.8725,1.0,0.0097,0.0192,0.3537,95.3017
143,5,0.066,0.8725,1.0,0.0097,0.0192,0.3528,95.6367
144,5,0.036,0.8725,1.0,0.0097,0.0192,0.3526,95.9705
145,5,0.061,0.8725,1.0,0.0097,0.0192,0.353,96.3032
146,5,0.063,0.8725,1.0,0.0097,0.0192,0.3524,96.6347
147,5,0.054,0.8725,1.0,0.0097,0.0192,0.3525,96.9651
148,5,0.049,0.8725,1.0,0.0097,0.0192,0.3527,97.2943
149,5,0.06,0.8725,1.0,0.0097,0.0192,0.3535,97.6225
150,5,0.039,0.8725,1.0,0.0097,0.0192,0.3529,97.9495
151,5,0.057,0.8725,1.0,0.0097,0.0192,0.3526,98.2755
152,5,0.063,0.8725,1.0,0.0097,0.0192,0.3526,98.6003
153,5,0.039,0.8725,1.0,0.0097,0.0192,0.352,98.9241
154,5,0.058,0.8738,1.0,0.0194,0.0381,0.3515,99.2469
155,5,0.065,0.8738,1.0,0.0194,0.0381,0.3509,99.5686
156,5,0.055,0.8738,1.0,0.0194,0.0381,0.3513,99.8893
157,5,0.084,0.8738,1.0,0.0194,0.0381,0.3509,100.2089
158,5,0.039,0.8738,1.0,0.0194,0.0381,0.3512,100.5276
159,5,0.067,0.8738,1.0,0.0194,0.0381,0.3522,100.8452
160,5,0.043,0.8725,1.0,0.0097,0.0192,0.3524,101.1618
161,5,0.061,0.8738,1.0,0.0194,0.0381,0.3521,101.4774
162,5,0.035,0.8738,1.0,0.0194,0.0381,0.352,101.7921
163,5,0.069,0.8738,1.0,0.0194,0.0381,0.3522,102.1058
164,5,0.039,0.8738,1.0,0.0194,0.0381,0.3526,102.4185
165,5,0.055,0.8738,1.0,0.0194,0.0381,0.3517,102.7303
166,5,0.061,0.8738,1.0,0.0194,0.0381,0.3512,103.0411
167,5,0.06,0.8738,1.0,0.0194,0.0381,0.3503,103.351
168,5,0.039,0.8738,1.0,0.0194,0.0381,0.35,103.66
169,5,0.067,0.8738,1.0,0.0194,0.0381,0.3494,103.9681
170,5,0.047,0.8738,1.0,0.0194,0.0381,0.3485,104.2752
171,5,0.059,0.8738,1.0,0.0194,0.0381,0.348,104.5814
172,5,0.042,0.8738,1.0,0.0194,0.0381,0.3487,104.8868
173,5,0.057,0.8738,1.0,0.0194,0.0381,0.3488,105.1913
174,5,0.04,0.8738,1.0,0.0194,0.0381,0.3486,105.4948
175,5,0.058,0.8738,1.0,0.0194,0.0381,0.3478,105.7976
176,5,0.069,0.8738,1.0,0.0194,0.0381,0.3484,106.0994
177,5,0.037,0.8738,1.0,0.0194,0.0381,0.348,106.4004
178,5,0.065,0.8738,1.0,0.0194,0.0381,0.3474,106.7005
179,5,0.067,0.8738,1.0,0.0194,0.0381,0.349,106.9998
180,5,0.04,0.8738,1.0,0.0194,0.0381,0.3484,107.2983
181,5,0.066,0.8738,1.0,0.0194,0.0381,0.3474,107.5959
182,5,0.062,0.8738,1.0,0.0194,0.0381,0.3463,107.8928
183,5,0.055,0.8738,1.0,0.0194,0.0381,0.3462,108.1888
184,5,0.048,0.8738,1.0,0.0194,0.0381,0.3469,108.484
185,5,0.042,0.8738,1.0,0.0194,0.0381,0.3474,108.7783
186,5,0.058,0.8738,1.0,0.0194,0.0381,0.3469,109.0719
187,5,0.062,0.8738,1.0,0.0194,0.0381,0.3465,109.3648
188,5,0.065,0.8738,1.0,0.0194,0.0381,0.3464,109.6568
189,5,0.059,0.8738,1.0,0.0194,0.0381,0.3455,109.948
190,5,0.067,0.8738,1.0,0.0194,0.0381,0.3452,110.2385
191,5,0.061,0.8738,1.0,0.0194,0.0381,0.3453,110.5282
192,5,0.042,0.8738,1.0,0.0194,0.0381,0.3444,110.8172
193,5,0.058,0.8738,1.0,0.0194,0.0381,0.344,111.1054
194,5,0.065,0.8738,1.0,0.0194,0.0381,0.3444,111.3929
195,5,0.046,0.8738,1.0,0.0194,0.0381,0.3449,111.6796
196,5,0.047,0.8738,1.0,0.0194,0.0381,0.3447,111.9656
197,5,0.085,0.8738,1.0,0.0194,0.0381,0.3443,112.2509
198,5,0.047,0.8738,1.0,0.0194,0.0381,0.3441,112.5354
199,5,0.081,0.8738,1.0,0.0194,0.0381,0.3442,112.8192
200,5,0.041,0.8738,1.0,0.0194,0.0381,0.3439,113.1023
201,5,0.061,0.8738,1.0,0.0194,0.0381,0.344,113.3847
202,5,0.061,0.8738,1.0,0.0194,0.0381,0.3435,113.6664
203,5,0.068,0.8738,1.0,0.0194,0.0381,0.3437,113.9475
204,5,0.038,0.8738,1.0,0.0194,0.0381,0.344,114.2278
205,5,0.053,0.8738,1.0,0.0194,0.0381,0.3449,114.5074
206,5,0.061,0.8738,1.0,0.0194,0.0381,0.3444,114.7863
207,5,0.056,0.8738,1.0,0.0194,0.0381,0.3439,115.0646
208,5,0.038,0.8738,1.0,0.0194,0.0381,0.3442,115.3422
209,5,0.065,0.8738,1.0,0.0194,0.0381,0.3437,115.6191
210,5,0.067,0.875,1.0,0.0291,0.0566,0.3427,115.8954
211,5,0.058,0.875,1.0,0.0291,0.0566,0.3423,116.171
212,5,0.05,0.875,1.0,0.0291,0.0566,0.3428,116.446
213,5,0.082,0.875,1.0,0.0291,0.0566,0.3421,116.7203
214,5,0.04,0.875,1.0,0.0291,0.0566,0.3421,116.994
215,5,0.065,0.875,1.0,0.0291,0.0566,0.3431,117.267
216,5,0.059,0.8738,0.75,0.0291,0.0561,0.3428,117.5394
217,5,0.05,0.8738,0.75,0.0291,0.0561,0.3424,117.8112
218,5,0.043,0.8738,0.75,0.0291,0.0561,0.3422,118.0823
219,5,0.072,0.8738,0.75,0.0291,0.0561,0.3417,118.3528
220,5,0.055,0.8738,0.75,0.0291,0.0561,0.3415,118.6227
221,5,0.045,0.8738,0.75,0.0291,0.0561,0.3405,118.892
222,5,0.036,0.8738,0.75,0.0291,0.0561,0.3397,119.1607
223,5,0.066,0.8738,0.75,0.0291,0.0561,0.3393,119.4288
224,5,0.067,0.8738,0.75,0.0291,0.0561,0.3389,119.6963
225,5,0.076,0.8738,0.75,0.0291,0.0561,0.3383,119.9631
226,5,0.077,0.8738,0.75,0.0291,0.0561,0.3389,120.2294
227,5,0.074,0.8738,0.75,0.0291,0.0561,0.3385,120.4951
228,5,0.083,0.8738,0.75,0.0291,0.0561,0.3386,120.7603
229,5,0.096,0.8738,0.75,0.0291,0.0561,0.3391,121.0248
230,5,0.06,0.8738,0.75,0.0291,0.0561,0.3388,121.2887
